export_date,playerid,is_generated,firstname,lastname,commonname,display_name,jerseyname,birthdate,age,nationality,gender,preferredfoot,preferredposition1,preferredposition2,preferredposition3,preferredposition4,preferredposition5,preferredposition6,preferredposition7,role1,role2,role3,role4,role5,overallrating,potential,internationalrep,pacdiv,shohan,paskic,driref,defspe,phypos,gkdiving,gkhandling,gkkicking,gkpositioning,gkreflexes,crossing,finishing,headingaccuracy,shortpassing,volleys,defensiveawareness,standingtackle,slidingtackle,dribbling,curve,freekickaccuracy,longpassing,ballcontrol,shotpower,jumping,stamina,strength,longshots,acceleration,sprintspeed,agility,reactions,balance,aggression,composure,interceptions,positioning,vision,penalties,trait1,trait2,icontrait1,icontrait2,skillmoves,skillmoveslikelihood,weakfootabilitytypecode,height,weight,contractvaliduntil,playerjointeamdate,isretiring,teamid,teamname,jerseynumber,squad_position,leagueid,leaguename,league_level,form,injury,leagueappearances,leaguegoals,leaguegoalsprevmatch,leaguegoalsprevthreematches,yellows,reds,istopscorer,isamongtopscorers,isamongtopscorersinteam
28_09_2025,80454,0,,,,Wael Mohya,,155672,16,21,0,1,18,16,14,-1,-1,-1,-1,31,0,0,0,0,68,85,1,71,58,64,72,38,36,8,7,11,14,6,61,69,40,71,40,46,37,29,74,50,39,59,73,54,42,50,29,52,75,71,75,59,67,36,61,31,56,70,41,0,0,0,0,2,4,4,176,66,2030,161703,0,23,M'gladbach,36,29,19,Bundesliga,1,3,0,0,1,0,0,0,0,0,0,1
28_09_2025,80674,0,,,,Dro Fernández,,155318,17,45,0,1,18,14,-1,-1,-1,-1,-1,31,21,0,0,0,68,85,1,70,53,64,73,39,53,10,6,12,12,9,56,54,37,70,42,35,47,35,74,66,44,65,76,54,49,61,52,56,69,72,73,59,68,47,70,38,58,71,52,1048576,0,0,0,2,2,3,182,68,2030,161907,0,73,Paris SG,27,28,16,Ligue 1 McDonald's,1,2,0,0,0,0,0,0,0,0,0,0
28_09_2025,80807,0,,,,Thiago Pitarch,,155156,18,45,0,1,14,18,10,-1,-1,-1,-1,18,31,16,0,0,63,85,1,65,48,59,62,51,59,11,13,12,12,12,46,50,45,66,38,48,57,49,60,46,37,62,68,43,55,61,59,54,65,66,61,59,64,62,65,55,68,71,44,0,0,0,0,1,1,3,179,70,2027,161333,0,243,Real Madrid,45,29,53,LALIGA EA SPORTS,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,80915,0,,,,Jan Virgili,,154783,19,45,0,1,27,16,12,-1,-1,-1,-1,38,27,26,0,0,75,86,1,83,67,68,78,39,52,12,8,5,9,11,72,69,53,71,46,39,40,30,81,60,54,65,78,68,62,66,44,71,86,81,84,71,77,51,63,36,70,71,48,0,0,0,0,3,3,3,168,66,2030,161756,0,453,RCD Mallorca,17,16,53,LALIGA EA SPORTS,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,81289,0,,,,Aïcha Cámara,,154921,18,45,1,1,5,3,12,-1,-1,-1,-1,48,6,0,0,0,69,85,1,69,51,55,61,69,65,6,10,10,6,9,38,51,68,75,52,72,70,73,53,38,39,49,78,63,73,57,68,44,65,74,55,61,70,69,67,62,36,54,46,0,0,0,0,1,1,3,167,62,2026,160967,0,116325,FC Barcelona,23,28,2222,Liga F Moeve,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,81539,0,,,,Divine Mukasa,,155175,18,14,0,2,18,14,-1,-1,-1,-1,-1,31,21,0,0,0,69,85,1,69,66,68,69,58,60,11,8,14,9,14,67,67,55,71,53,57,60,58,68,73,66,69,70,69,64,66,62,68,70,69,73,66,70,48,70,60,68,69,63,256,0,0,0,2,3,4,180,70,2027,161698,0,95,Leicester City,29,18,14,EFL Championship,2,1,0,0,2,0,0,0,0,0,0,0
28_09_2025,82789,0,,,,Abdellah Ouazane,,155687,16,129,0,1,18,14,-1,-1,-1,-1,-1,31,21,0,0,0,62,86,1,76,55,60,68,40,52,9,8,14,11,11,58,51,47,60,47,40,40,44,72,66,66,58,68,65,59,48,57,58,74,80,60,60,59,42,63,33,50,60,68,0,0,0,0,3,2,3,184,75,2028,161732,0,245,Ajax,68,29,10,Eredivisie,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,83345,0,,,,Adriano Jagušić,,154455,20,10,0,2,18,23,12,14,-1,-1,-1,31,0,0,0,0,74,85,1,72,68,73,75,38,63,12,13,5,13,6,76,71,52,77,50,40,33,32,76,71,67,68,77,69,69,68,68,68,75,72,76,68,71,46,71,40,74,70,66,20971520,0,0,0,2,2,3,178,70,2030,161922,0,1884,Panathinaikos,88,28,76,Men's ROW,4,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,83402,0,,,,Anísio,,155352,17,38,0,2,25,-1,-1,-1,-1,-1,-1,44,0,0,0,0,63,85,1,61,64,49,57,31,57,15,6,12,9,9,37,68,72,55,64,27,26,25,59,51,42,51,58,66,69,59,55,60,61,63,59,59,57,57,55,28,66,52,58,0,0,0,0,2,2,3,187,70,2027,161698,0,234,SL Benfica,72,29,308,Liga Portugal,1,3,0,0,2,0,0,0,0,0,0,0
28_09_2025,83494,0,,,,Rayan,,154791,19,54,0,2,12,25,23,-1,-1,-1,-1,26,41,0,0,0,78,87,1,83,77,73,77,35,76,6,14,13,14,9,74,77,74,75,72,32,36,22,79,75,67,70,79,83,89,73,80,74,86,83,75,74,70,66,77,28,75,77,78,536870980,0,0,0,2,2,2,185,80,2031,161908,0,1943,AFC Bournemouth,37,12,13,Premier League,1,2,0,0,2,0,0,0,0,0,0,1
28_09_2025,460044,1,,,,Willy Fournier,,155678,16,18,0,1,3,7,-1,-1,-1,-1,-1,5,0,0,0,0,74,93,1,0,0,0,0,0,0,21,18,19,20,19,72,50,64,71,47,75,63,66,73,55,47,59,76,53,69,81,69,43,88,81,76,78,74,68,57,76,57,53,48,69620736,0,0,0,3,0,5,177,72,2027,161755,0,112264,*TeamName_Abbr15_112264,99,29,2028,World League,7,0,0,0,0,0,0,0,0,0,0,0
28_09_2025,460067,1,,,,Rachid Benzai,,155507,17,129,0,1,23,18,-1,-1,-1,-1,-1,37,34,0,0,0,82,94,1,0,0,0,0,0,0,21,19,21,21,24,72,76,57,82,70,42,45,44,84,69,60,78,84,74,66,80,61,77,96,98,91,71,82,78,81,75,80,80,80,48234657,1792,35651616,0,4,4,5,175,69,2030,161755,0,115486,*TeamName_Abbr15_115486,18,28,13,Premier League,1,0,0,0,0,0,0,0,0,0,0,0
28_09_2025,460057,1,,,,Ferhat Said,,156610,14,129,0,1,23,-1,-1,-1,-1,-1,-1,37,0,0,0,0,65,90,1,0,0,0,0,0,0,21,23,21,17,18,63,56,44,62,51,35,37,32,59,50,44,64,66,55,56,56,55,56,83,89,88,65,72,48,56,36,61,60,55,10488033,0,0,0,3,0,5,155,58,2029,161755,0,112264,*TeamName_Abbr15_112264,99,29,2028,World League,7,0,0,0,0,0,0,0,0,0,0,0
28_09_2025,254262,0,,,,Zeno Debast,,153777,21,7,0,1,5,10,14,-1,-1,-1,-1,13,16,0,0,0,78,86,1,70,56,76,74,78,76,6,6,15,6,5,77,51,77,79,38,79,80,77,77,77,71,81,80,68,81,81,73,65,66,74,61,78,56,78,75,79,54,71,43,1024,0,0,0,2,2,4,191,76,2029,161336,0,237,Sporting CP,6,28,308,Liga Portugal,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,256420,0,,,,Malick Fofana,,154301,20,7,0,1,16,27,-1,-1,-1,-1,-1,30,27,39,0,0,78,86,1,86,69,70,82,40,48,11,6,13,11,9,72,76,32,75,64,41,44,41,85,64,53,65,79,64,52,70,37,66,87,86,89,75,89,51,78,35,74,72,58,1048704,0,0,0,3,2,5,170,60,2028,161160,0,66,OL,11,29,16,Ligue 1 McDonald's,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,257400,0,,,,Yasin Ayari,,153759,21,46,0,1,10,14,-1,-1,-1,-1,-1,49,18,0,0,0,79,85,1,69,73,76,80,74,64,9,11,7,7,15,67,70,47,81,60,76,79,78,80,75,60,80,80,81,57,79,52,80,69,69,79,79,86,79,79,78,74,79,61,256,0,0,0,2,2,3,172,69,2027,160815,0,1363,Sweden,26,13,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,258378,0,,,,Mika Godts,,154369,20,7,0,1,27,16,-1,-1,-1,-1,-1,39,0,0,0,0,77,86,1,81,69,70,82,40,61,8,10,14,14,7,71,72,45,74,63,30,50,47,85,69,54,64,82,69,64,75,63,67,80,81,86,74,86,40,74,34,77,72,67,1048576,0,0,0,3,2,3,176,70,2029,160816,0,245,Ajax,11,27,10,Eredivisie,1,5,0,0,14,0,0,0,0,0,1,1
28_09_2025,259240,0,,,,Adam Wharton,,153882,21,14,0,2,10,14,-1,-1,-1,-1,-1,14,20,0,0,0,81,87,3,62,62,83,78,76,69,5,11,13,6,12,79,60,62,86,51,75,78,79,78,81,71,87,82,67,68,69,66,63,60,63,70,83,71,76,83,78,66,85,54,21244160,0,0,0,2,2,3,182,70,2029,161182,0,1799,Crystal Palace,20,13,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,259565,0,,,,Yoan Bonny,,153778,21,18,0,1,25,18,-1,-1,-1,-1,-1,43,42,41,0,0,79,86,1,87,76,73,78,33,76,13,14,11,14,9,70,79,74,77,70,34,30,24,79,75,59,68,82,78,90,73,82,75,84,91,81,79,61,64,71,27,78,77,69,129,0,0,0,3,2,3,189,86,2030,161702,0,131682,Inter Milan,14,28,31,Serie A Enilive,1,2,0,0,5,0,0,0,0,0,0,1
28_09_2025,260162,0,,,,Mario Stroeykens,,154118,20,110,0,1,14,18,10,-1,-1,-1,-1,18,33,0,0,0,75,86,1,71,74,71,76,47,69,7,12,8,13,7,58,78,55,82,64,18,68,45,78,58,54,77,78,71,71,74,73,77,74,70,74,67,73,52,75,56,73,71,66,1048832,0,0,0,2,2,3,177,79,2028,160051,0,229,RSC Anderlecht,29,28,4,1A Pro League,1,3,0,0,2,0,0,0,0,0,0,0
28_09_2025,260908,0,,,,Milos Kerkez,,153791,21,23,0,2,7,16,-1,-1,-1,-1,-1,10,9,0,0,0,82,85,3,87,59,75,78,76,80,8,13,10,13,13,81,54,61,77,53,77,79,80,77,78,52,69,77,80,74,90,75,53,89,87,85,78,84,83,75,78,76,76,50,2363392,256,0,0,2,2,3,180,71,2030,161693,0,1886,Hungary,6,7,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,260952,0,,,,Andreas Schjelderup,,153998,21,36,0,1,27,18,16,-1,-1,-1,-1,39,32,30,0,0,77,85,1,80,69,72,81,42,57,13,10,10,15,11,74,74,39,73,56,46,48,35,83,73,65,65,79,74,59,77,50,61,83,77,85,75,78,47,75,36,74,75,69,1048577,0,0,0,2,3,3,176,69,2030,161734,0,1943,AFC Bournemouth,13,29,13,Premier League,1,4,0,0,4,0,0,0,0,0,0,1
28_09_2025,460020,1,,,,Justin Gerritsen,,155552,17,34,0,2,14,18,-1,-1,-1,-1,-1,32,0,0,0,0,80,97,1,0,0,0,0,0,0,12,16,8,12,17,77,81,70,77,77,81,68,64,86,86,90,81,86,81,76,81,73,71,76,75,78,77,81,77,81,75,76,77,81,22021129,5888,5242888,0,4,4,5,171,62,2030,161697,0,115486,*TeamName_Abbr15_115486,14,13,13,Premier League,1,0,0,0,0,0,0,0,0,0,0,0
28_09_2025,262105,0,,,,Julien Duranville,,154701,19,7,0,1,12,16,25,23,-1,-1,-1,23,27,0,0,0,73,85,1,88,61,63,82,26,49,10,6,9,15,11,67,63,35,67,51,22,30,31,88,63,55,59,74,65,57,56,47,63,90,88,91,69,90,43,63,23,64,60,49,42991616,2048,0,0,4,3,3,170,67,2029,160812,0,896,FC Basel 1893,18,12,189,Brack Super League,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,262265,0,,,,Matthieu Epolo,,154226,20,110,0,1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,75,85,1,77,71,68,76,32,74,78,72,69,75,76,12,7,13,23,6,7,11,9,5,10,9,20,11,51,57,16,55,6,35,28,44,71,44,17,28,11,4,31,11,0,18,0,0,0,0,2,187,77,2027,160237,0,232,Standard Liège,40,0,4,1A Pro League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,262863,0,,,,Antonio Nusa,,154318,20,36,0,1,27,16,18,-1,-1,-1,-1,39,30,33,0,0,78,88,1,89,73,70,82,42,63,12,14,14,9,10,68,73,46,75,61,40,47,54,82,75,58,63,82,83,69,74,59,69,92,86,92,72,87,57,71,36,76,75,54,34611200,2048,0,0,3,3,4,183,77,2029,161376,0,1352,Norway,14,27,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,263193,0,,,,El Chadaille Bitshiabu,,154347,20,18,0,2,5,-1,-1,-1,-1,-1,-1,11,0,0,0,0,75,87,1,72,36,60,56,74,79,10,12,13,13,7,47,26,76,70,22,75,76,70,54,52,30,67,62,74,85,56,92,23,55,85,44,71,32,73,62,72,35,62,38,512,0,0,0,1,1,3,196,95,2029,160984,0,112172,RB Leipzig,5,28,19,Bundesliga,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,263578,0,,,,Balde,,153771,21,45,0,2,7,16,-1,-1,-1,-1,-1,10,0,0,0,0,83,87,3,90,50,75,80,78,68,5,8,7,10,13,84,52,73,84,33,77,80,80,80,69,28,72,81,55,85,77,69,43,90,90,82,80,78,52,64,78,65,73,43,33701888,0,0,0,2,3,4,175,69,2028,160056,0,241,FC Barcelona,3,28,53,LALIGA EA SPORTS,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,263620,0,,,,Romeo Lavia,,153851,21,7,0,1,10,14,-1,-1,-1,-1,-1,14,18,0,0,0,78,85,1,69,52,72,77,77,74,7,7,5,11,13,62,43,71,79,43,78,78,77,77,70,50,77,79,64,80,62,78,60,71,68,78,77,77,81,78,78,60,75,50,1048576,2048,0,0,2,2,3,181,76,2030,161015,0,5,Chelsea,45,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,263640,0,,,,Antoni Milambo,,154304,20,34,0,1,14,18,-1,-1,-1,-1,-1,21,31,0,0,0,73,85,1,74,67,70,76,60,63,15,5,11,7,5,61,69,57,75,59,58,65,59,76,65,56,72,76,71,69,82,60,70,74,74,83,73,72,48,76,62,70,75,62,4194304,0,0,0,3,2,3,179,68,2030,161700,0,1925,Brentford,17,29,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,263765,0,,,,Tom Bischof,,154390,20,21,0,2,14,10,-1,-1,-1,-1,-1,18,16,0,0,0,78,86,1,58,69,80,80,62,67,9,13,12,13,6,78,66,46,84,54,61,71,63,79,76,77,80,82,74,60,81,61,77,66,52,81,80,85,65,78,64,65,79,57,16777216,0,0,0,2,2,3,180,75,2029,161676,0,21,FC Bayern München,20,28,19,Bundesliga,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,263828,0,,,,Roger Fernandes,,154536,19,38,0,2,16,12,27,-1,-1,-1,-1,30,26,0,0,0,77,85,1,89,68,67,80,57,55,13,9,10,10,15,73,71,50,68,55,61,59,40,80,62,55,68,80,69,59,71,44,66,87,90,91,78,87,60,69,61,74,68,59,35651585,512,0,0,2,3,4,166,65,2029,161764,0,607,Al Ittihad,78,28,350,Saudi Pro League,1,3,0,0,2,0,0,0,0,0,0,0
28_09_2025,264219,0,,,,Ernest Poku,,153873,21,34,0,1,12,23,16,-1,-1,-1,-1,26,23,36,30,0,76,85,1,94,67,68,77,40,66,8,10,11,12,8,65,67,48,73,56,40,36,47,78,65,48,62,75,75,73,77,63,65,93,95,87,66,83,59,65,39,77,73,56,35913728,0,0,0,2,2,5,173,63,2030,161740,0,32,Leverkusen,19,12,19,Bundesliga,1,4,0,0,5,0,0,0,0,0,0,1
28_09_2025,264240,0,,,,Gavi,,154063,21,45,0,1,14,18,-1,-1,-1,-1,-1,21,0,0,0,0,83,87,3,76,66,78,85,68,70,8,10,11,7,13,69,71,42,85,49,59,78,72,86,74,47,83,85,56,62,85,58,70,79,75,86,86,90,85,77,79,81,83,52,83888128,2048,0,0,2,2,3,173,70,2030,159872,0,1362,Spain,6,29,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,264309,0,,,,Arda Güler,,154267,20,48,0,2,14,12,18,23,-1,-1,-1,120,25,26,32,0,86,97,1,75,78,83,84,52,52,13,10,11,14,10,83,77,41,85,70,76,81,69,85,86,78,83,86,81,54,86,70,84,79,78,83,80,85,55,89,64,89,94,80,89136384,1792,1051904,0,4,4,5,175,70,2034,161708,0,115486,*TeamName_Abbr15_115486,8,15,13,Premier League,1,5,0,0,4,0,0,0,0,0,0,1
28_09_2025,264388,0,,,,Moleiro,,153753,21,45,0,1,16,18,27,-1,-1,-1,-1,129,30,32,0,0,82,87,3,85,74,77,84,51,68,6,9,11,8,11,73,77,58,81,63,47,55,53,85,78,70,74,84,75,75,79,65,75,86,86,86,78,85,60,76,48,79,81,60,5243136,0,0,0,3,3,4,172,67,2030,161698,0,1362,Spain,17,29,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,264846,0,,,,Cristhian Mosquera,,154024,21,45,0,1,5,-1,-1,-1,-1,-1,-1,11,0,0,0,0,77,85,1,74,46,60,56,78,76,8,6,13,8,7,44,39,78,73,29,77,80,77,40,35,28,70,67,65,85,79,75,50,73,74,69,75,69,78,69,77,28,58,49,65536,0,0,0,1,1,3,191,79,2030,161721,0,1,Arsenal,3,29,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,265188,0,,,,Giorgio Scalvini,,153825,21,27,0,1,5,-1,-1,-1,-1,-1,-1,48,0,0,0,0,78,86,1,65,36,58,61,80,71,6,12,12,9,6,40,25,75,73,39,80,83,80,56,35,22,62,71,57,78,62,71,39,66,66,48,77,44,81,72,81,29,62,35,268664832,0,0,0,1,1,3,194,76,2028,160245,0,1343,Italy,42,29,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,265526,0,,,,Guillaume Restes,,154281,20,18,0,2,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,79,85,1,79,75,80,80,40,78,79,75,84,79,80,17,9,12,51,7,11,16,15,8,14,13,49,18,60,62,39,65,7,38,44,38,73,42,22,55,13,9,63,15,0,2,0,0,0,0,3,188,82,2028,160262,0,1809,Toulouse FC,1,0,16,Ligue 1 McDonald's,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,265600,0,,,,Roony Bardghji,,154530,19,46,0,2,23,12,-1,-1,-1,-1,-1,37,26,0,0,0,74,86,1,73,72,67,77,27,58,8,14,13,14,14,73,74,25,68,63,26,33,24,77,66,64,56,76,71,52,62,55,77,76,73,90,70,87,60,69,23,71,73,63,9437312,2048,0,0,3,3,4,173,73,2029,161711,0,241,FC Barcelona,19,29,53,LALIGA EA SPORTS,1,2,0,0,1,0,0,0,0,0,0,0
28_09_2025,265905,0,,,,Vicki Becho,,153756,21,18,1,1,23,25,12,-1,-1,-1,-1,35,37,36,43,0,79,86,1,85,76,69,85,45,68,6,5,11,7,12,68,77,72,76,74,40,46,39,88,68,63,62,85,75,84,70,71,76,82,87,83,75,69,52,84,38,80,65,68,42991744,0,0,0,3,3,3,168,62,2027,159872,0,116033,OL Lyonnes,7,28,2218,Arkema PL,1,3,0,0,7,0,0,0,0,0,0,1
28_09_2025,266127,0,,,,Lewis Hall,,154097,21,14,0,2,7,16,-1,-1,-1,-1,-1,9,0,0,0,0,82,86,1,77,64,80,81,79,64,14,8,9,8,14,84,61,66,80,62,78,82,80,81,82,70,78,79,74,71,81,56,66,78,77,80,80,85,60,82,82,73,78,55,16814080,0,0,0,1,1,3,179,71,2029,161333,0,13,Newcastle Utd,3,7,13,Premier League,1,4,0,0,1,0,0,0,0,0,0,0
28_09_2025,266237,0,,,,Paul Wanner,,154568,19,4,0,2,18,14,23,-1,-1,-1,-1,31,0,0,0,0,74,86,1,75,62,73,76,53,50,7,12,13,11,13,62,60,54,80,52,53,55,52,77,66,71,74,77,71,56,73,38,62,79,73,76,75,76,52,69,54,70,76,61,1056769,0,0,0,3,3,2,185,75,2030,161750,0,247,PSV,10,13,10,Eredivisie,1,2,0,0,2,0,0,0,0,0,0,0
28_09_2025,266568,0,,,,Khiara Keating,,154024,21,14,1,1,0,-1,-1,-1,-1,-1,-1,45,0,0,0,0,79,85,3,77,78,81,80,31,78,77,78,81,78,80,11,8,9,31,7,15,17,15,18,15,15,33,17,61,61,25,66,15,33,29,35,78,55,32,37,9,9,52,21,1024,16,0,0,0,0,3,167,70,2027,160056,0,116017,Manchester City,35,28,2216,Barclays WSL,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,266895,0,,,,Nicolò Tresoldi,,154078,21,21,0,1,25,-1,-1,-1,-1,-1,-1,44,42,0,0,0,73,86,1,78,68,54,69,22,69,11,9,9,13,8,31,75,75,71,66,16,21,12,70,52,41,55,71,66,82,80,75,58,75,80,72,70,70,43,64,17,77,55,59,48,0,0,0,2,1,4,183,77,2029,161684,0,231,Club Brugge,7,25,4,1A Pro League,1,5,0,0,16,0,1,0,0,1,1,1
28_09_2025,267223,0,,,,Olivia Moultrie,,154471,20,95,1,1,14,16,12,18,-1,-1,-1,122,30,26,0,0,81,91,1,69,76,79,78,69,61,8,8,15,14,13,75,74,53,83,60,64,76,63,78,73,71,79,86,82,61,81,52,80,70,69,64,80,69,62,70,76,83,83,68,268,0,0,0,3,3,4,170,60,2029,160236,0,116302,Portland Thorns,13,13,2221,NWSL,1,3,0,0,8,0,2,0,0,0,1,1
28_09_2025,268421,0,,,,Mathys Tel,,154328,20,18,0,1,25,27,16,18,-1,-1,-1,43,41,39,30,0,78,85,1,86,80,67,78,29,64,12,9,15,7,11,68,79,71,71,79,23,28,33,83,68,56,64,77,88,80,67,67,77,85,89,79,69,78,48,75,18,77,71,81,1,0,0,0,3,3,4,183,77,2031,161698,0,36,VfB Stuttgart,13,29,19,Bundesliga,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,268611,0,,,,Joel Ordoñez,,153957,21,57,0,1,5,-1,-1,-1,-1,-1,-1,13,11,0,0,0,76,86,1,74,26,55,57,75,80,13,15,5,12,12,40,23,74,76,27,76,77,71,47,22,28,58,67,36,84,72,85,19,69,81,62,70,63,76,60,78,40,48,39,0,0,0,0,1,2,3,188,80,2029,160651,0,231,Club Brugge,4,4,4,1A Pro League,1,3,0,0,4,0,0,0,0,0,0,0
28_09_2025,268737,0,,,,Sverre Nypan,,154929,18,36,0,1,14,18,25,-1,-1,-1,-1,22,32,43,0,0,70,86,1,74,64,67,73,56,58,15,13,15,14,6,60,68,50,73,67,55,58,57,70,61,53,70,74,58,63,75,52,66,80,70,85,70,87,50,67,61,69,73,55,8192,0,0,0,3,3,4,183,70,2030,161714,0,10,Manchester City,41,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,268896,0,,,,Hugo Larsson,,154024,21,46,0,1,14,10,-1,-1,-1,-1,-1,18,14,0,0,0,78,85,1,77,72,71,77,71,76,14,7,7,12,8,48,76,62,82,67,76,71,60,75,65,53,76,79,74,76,82,74,70,73,81,79,78,74,75,83,78,78,79,54,83954176,0,0,0,2,2,3,187,74,2029,160967,0,1824,Frankfurt,16,10,19,Bundesliga,1,2,0,0,1,0,0,0,0,0,0,0
28_09_2025,268947,0,,,,Martina Fernández,,154120,20,45,1,1,5,-1,-1,-1,-1,-1,-1,11,0,0,0,0,71,86,1,65,46,60,61,73,63,14,6,8,7,15,58,45,73,70,31,74,74,71,51,49,35,62,71,61,71,62,58,34,64,65,68,73,58,73,59,71,45,52,61,0,0,0,0,1,1,2,168,58,2026,161714,0,116016,Everton,5,6,2216,Barclays WSL,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,268996,0,,,,Carla Camacho,,154333,20,45,1,1,25,-1,-1,-1,-1,-1,-1,41,0,0,0,0,70,86,1,77,67,60,71,34,71,7,10,9,7,10,45,69,64,69,61,23,34,35,71,67,58,48,73,67,79,71,72,63,77,77,74,73,59,65,67,34,74,65,68,0,0,0,0,2,2,3,172,65,2030,161732,0,116013,Brighton,22,28,2216,Barclays WSL,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,269087,0,,,,Leny Yoro,,154528,19,18,0,1,5,-1,-1,-1,-1,-1,-1,11,0,0,0,0,78,86,1,70,41,60,64,79,73,13,7,5,14,14,49,38,77,75,35,77,83,84,60,37,33,59,69,52,84,69,75,37,68,72,55,79,61,73,72,79,41,60,40,262144,0,0,0,1,1,3,190,75,2029,161350,0,11,Man United,15,29,13,Premier League,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,269136,0,,,,Kobbie Mainoo,,154320,20,14,0,1,10,14,-1,-1,-1,-1,-1,14,18,0,0,0,78,85,1,68,69,75,81,74,74,14,11,10,5,9,67,74,64,81,58,71,78,79,82,76,55,78,81,71,74,74,73,62,70,66,80,78,88,76,82,74,74,79,59,16777217,0,0,0,2,3,3,181,80,2027,160556,0,11,Man United,37,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,269404,0,,,,Salma Paralluelo,,153797,21,45,1,2,27,25,23,16,-1,-1,-1,39,43,36,0,0,85,87,3,92,84,78,83,46,77,6,6,12,6,13,82,88,75,81,75,42,45,40,84,78,65,70,84,83,91,77,83,84,92,92,89,80,70,57,75,42,85,81,63,34603137,0,0,0,3,3,4,175,68,2026,160614,0,116325,FC Barcelona,7,28,2222,Liga F Moeve,1,3,0,0,4,0,0,0,0,0,0,0
28_09_2025,269728,0,,,,Jean-Mattéo Bahoya,,154338,20,18,0,1,16,18,27,-1,-1,-1,-1,27,28,31,0,0,76,85,1,94,67,67,76,46,59,15,11,13,12,5,73,73,47,65,57,45,52,56,79,69,52,63,76,64,69,67,61,59,91,97,83,67,75,43,71,36,77,73,63,1048576,0,0,0,3,1,3,180,76,2029,161175,0,1824,Frankfurt,19,16,19,Bundesliga,1,5,0,0,3,0,0,0,0,0,0,0
28_09_2025,269859,0,,,,Arthur Vermeeren,,154249,20,7,0,1,14,10,-1,-1,-1,-1,-1,19,20,15,0,0,78,86,1,70,55,78,79,68,66,9,6,13,9,8,69,50,55,87,38,75,64,60,79,71,49,79,83,66,67,77,62,64,75,65,79,76,76,66,79,77,61,81,60,163840,768,0,0,2,2,4,180,74,2029,161531,0,219,OM,18,28,16,Ligue 1 McDonald's,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,269972,0,,,,Lou Bogaert,,154022,21,18,1,2,7,16,-1,-1,-1,-1,-1,9,0,0,0,0,79,86,1,77,51,71,75,78,66,10,11,8,13,15,73,48,79,81,41,76,81,79,75,64,41,78,80,72,83,66,68,44,76,77,72,77,71,57,60,75,44,54,43,0,0,0,0,2,1,3,165,58,2027,160602,0,116035,Paris FC,3,7,2218,Arkema PL,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,270077,0,,,,Konstantinos Koulierakis,,153812,21,22,0,2,5,-1,-1,-1,-1,-1,-1,11,13,0,0,0,77,85,1,69,44,57,64,76,79,8,8,13,10,11,42,24,73,74,34,78,75,76,62,52,39,72,71,75,83,78,80,60,73,69,52,73,62,82,66,78,45,42,44,16384,0,0,0,1,1,2,185,78,2029,161393,0,175,VfL Wolfsburg,4,28,19,Bundesliga,1,4,0,0,2,0,0,0,0,0,0,1
